REV.,PLC PANEL,RACK,SLOT,CHANNEL,ADDRESS,MODULE,TYPE,SIGNAL,INSTR./EQUIP. TAG,I/O TAG,CHILD,Description 1,Description 2,Description 3,Description 4,EQUIP/INSTR. DESCRIPTION,Automation System,Wiring,Failed State Value,Units,Engineering Units Min,Engineering Units Max,Low-Low Value,Low Value,High Value,High-High Value,PLC IO Address,Automation Notes,Breaker Type,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,07,04,I_0107-04,1756-IA16,DI,120V,SL3-BC-BK1-ZPX1,SL3-BC-BK1-ZPX1,,Shiploader 3,Boom Conveyor Brake 1,Released,Proximity Switch,Shiploader 3 Boom Conveyor Brake 1 Released Proximity Switch ,,,,,,,,,,,DI_0107.04,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,05,I_0107-05,1756-IA16,DI,120V,SL3-BC-BK1-ZPX2,SL3-BC-BK1-ZPX2,,Shiploader 3,Boom Conveyor Brake 1,Wear Monitoring,Proximity Switch,Shiploader 3 Boom Conveyor Brake 1 Wear Monitoring Proximity Switch ,,,,,,,,,,,DI_0107.05,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,06,I_0107-06,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0107.06,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,07,I_0107-07,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0107.07,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,08,I_0107-08,1756-IA16,DI,120V,SL3-BCB-LSHH1,SL3-BCB-LSHH1,,Shiploader 3,Boom Conveyor Bridge Incoming Chute,Plugged Chute,Tilt Switch,Shiploader 3 Boom Conveyor Bridge Incoming Chute Plugged Chute Tilt Switch ,,,,,,,,,,,DI_0107.08,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,09,I_0107-09,1756-IA16,DI,120V,SL3-BC-LCS1-PBL1A,SL3-BC-LCS1-PBL1A,,Shiploader 3,Boom Conveyor Brake Jog,Open,Push Button,Shiploader 3 Boom Conveyor Brake Jog Open Push Button ,,,,,,,,,,,DI_0107.09,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,10,I_0107-10,1756-IA16,DI,120V,SL3-BC-LCS1-PB2,SL3-BC-LCS1-PB2,,Shiploader 3,Boom Conveyor Jog,,Push Button,Shiploader 3 Boom Conveyor Jog Push Button ,,,,,,,,,,,DI_0107.10,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,11,I_0107-11,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0107.11,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,12,I_0107-12,1756-IA16,DI,120V,SL3-LU1-LCS1-PBL1A,SL3-LU1-LCS1-PBL1A,,Shiploader 3,Slew Lubrication Unit 1,Lube Pump Jog,Push Button,Shiploader 3 Slew Lubrication Unit 1 Lube Pump Jog Push Button ,,,,,,,,,,,DI_0107.12,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,13,I_0107-13,1756-IA16,DI,120V,SL3-LU1-LCS1-PB1,SL3-LU1-LCS1-PB1,,Shiploader 3,Slew Lubrication Unit 1,Lube Pump Cycle A,Push Button,Shiploader 3 Slew Lubrication Unit 1 Lube Pump Cycle A Push Button ,,,,,,,,,,,DI_0107.13,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,14,I_0107-14,1756-IA16,DI,120V,SL3-LU1-LCS1-PB2,SL3-LU1-LCS1-PB2,,Shiploader 3,Slew Lubrication Unit 1,Lube Pump Cycle B,Push Button,Shiploader 3 Slew Lubrication Unit 1 Lube Pump Cycle B Push Button ,,,,,,,,,,,DI_0107.14,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,15,I_0107-15,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0107.15,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,07,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-MEH-ACP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,08,00,I_0108-00,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PBL1A,SL3-BC-HPU1-LCS1-PBL1A,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Start HPU Motor,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Start HPU Motor Push Button ,,,,,,,,,,,DI_0108.00,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,01,I_0108-01,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB2,SL3-BC-HPU1-LCS1-PB2,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Stop HPU Motor,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Stop HPU Motor Push Button ,,,,,,,,,,,DI_0108.01,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,02,I_0108-02,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB3,SL3-BC-HPU1-LCS1-PB3,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Take-Up Cylinders Extend,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Take-Up Cylinders Extend Push Button ,,,,,,,,,,,DI_0108.02,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,03,I_0108-03,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB4,SL3-BC-HPU1-LCS1-PB4,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Take-Up Cylinders Retract,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Take-Up Cylinders Retract Push Button ,,,,,,,,,,,DI_0108.03,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,04,I_0108-04,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB5,SL3-BC-HPU1-LCS1-PB5,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Cassette Cylinders Extend,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Cassette Cylinders Extend Push Button ,,,,,,,,,,,DI_0108.04,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,05,I_0108-05,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB6,SL3-BC-HPU1-LCS1-PB6,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Cassette Cylinders Retract,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Cassette Cylinders Retract Push Button ,,,,,,,,,,,DI_0108.05,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,06,I_0108-06,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB7,SL3-BC-HPU1-LCS1-PB7,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Cut-off Gate Cyl. Extend,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Cut-off Gate Cyl. Extend Push Button ,,,,,,,,,,,DI_0108.06,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,07,I_0108-07,1756-IA16,DI,120V,SL3-BC-HPU1-LCS1-PB8,SL3-BC-HPU1-LCS1-PB8,,Shiploader 3,Boom Conveyor Take-Up HPU LCS,Cut-off Gate Cyl. Retract,Push Button,Shiploader 3 Boom Conveyor Take-Up HPU LCS Cut-off Gate Cyl. Retract Push Button ,,,,,,,,,,,DI_0108.07,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,08,I_0108-08,1756-IA16,DI,120V,SL3-BC-HPU1-LSL1,SL3-BC-HPU1-LSL1,,Shiploader 3,Boom Conveyor Take-Up HPU,Low Oil Warning,Level Switch,Shiploader 3 Boom Conveyor Take-Up HPU Low Oil Warning Level Switch ,,,,,,,,,,,DI_0108.08,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,09,I_0108-09,1756-IA16,DI,120V,SL3-BC-HPU1-LSLL1,SL3-BC-HPU1-LSLL1,,Shiploader 3,Boom Conveyor Take-Up HPU,Low Low Oil Shutdown,Level Switch,Shiploader 3 Boom Conveyor Take-Up HPU Low Low Oil Shutdown Level Switch ,,,,,,,,,,,DI_0108.09,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,10,I_0108-10,1756-IA16,DI,120V,SL3-BC-HPU1-PSH1,SL3-BC-HPU1-PSH1,,Shiploader 3,Boom Conveyor Take-Up HPU,Pressure Filter Plugged,Switch,Shiploader 3 Boom Conveyor Take-Up HPU Pressure Filter Plugged Switch ,,,,,,,,,,,DI_0108.10,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,11,I_0108-11,1756-IA16,DI,120V,SL3-BC-HPU1-PSH2,SL3-BC-HPU1-PSH2,,Shiploader 3,Boom Conveyor Take-Up HPU,Return Filter Plugged,Switch,Shiploader 3 Boom Conveyor Take-Up HPU Return Filter Plugged Switch ,,,,,,,,,,,DI_0108.11,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,12,I_0108-12,1756-IA16,DI,120V,SL3-BC-HPU1-S1,SL3-BC-HPU1-S1,,Shiploader 3,Boom Conveyor Take-Up HPU,Suction Valve Open ,Switch,Shiploader 3 Boom Conveyor Take-Up HPU Suction Valve Open  Switch ,,,,,,,,,,,DI_0108.12,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,13,I_0108-13,1756-IA16,DI,120V,SL3-BCB-G-ZPX1,SL3-BCB-G-ZPX1,,Shiploader 3,Boom Conveyor Bridge Safety Gate Status,Near E-house,Proximity Switch,Shiploader 3 Boom Conveyor Bridge Safety Gate Status Near E-house Proximity Switch ,,,,,,,,,,,DI_0108.13,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,14,I_0108-14,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0108.14,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,15,I_0108-15,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0108.15,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,08,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-MEH-ACP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,09,00,I_0109-00,1756-IA16,DI,120V,SL3-PD-FS01,SL3-PD-FS01,,Shiploader 3,Pivot Deck Washdown Flow Switch,Supply ,,Shiploader 3 Pivot Deck Washdown Flow Switch Supply  ,,,,,,,,,,,DI_0109.00,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,01,I_0109-01,1756-IA16,DI,120V,SL3-PD-BV01,SL3-PD-BV01,,Shiploader 3,Pivot Deck Washdown Ball Valve Normally Open,Manual Bypass,,Shiploader 3 Pivot Deck Washdown Ball Valve Normally Open Manual Bypass ,,,,,,,,,,,DI_0109.01,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,02,I_0109-02,1756-IA16,DI,120V,SL3-PD-BV02,SL3-PD-BV02,,Shiploader 3,Pivot Deck Washdown Ball Valve Normally Open,Manual Bypass,,Shiploader 3 Pivot Deck Washdown Ball Valve Normally Open Manual Bypass ,,,,,,,,,,,DI_0109.02,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,03,I_0109-03,1756-IA16,DI,120V,SL3-PD-BV03,SL3-PD-BV03,,Shiploader 3,Pivot Deck Washdown Ball Valve Normally Close,Manual Bypass,,Shiploader 3 Pivot Deck Washdown Ball Valve Normally Close Manual Bypass ,,,,,,,,,,,DI_0109.03,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,04,I_0109-04,1756-IA16,DI,120V,SL3-BR-BV04,SL3-BR-BV04,,Shiploader 3,Bridge Washdown Ball Valve Normally Open,Supply to Bridge,,Shiploader 3 Bridge Washdown Ball Valve Normally Open Supply to Bridge ,,,,,,,,,,,DI_0109.04,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,05,I_0109-05,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.05,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,06,I_0109-06,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.06,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,07,I_0109-07,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.07,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,08,I_0109-08,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.08,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,09,I_0109-09,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.09,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,10,I_0109-10,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.10,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,11,I_0109-11,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.11,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,12,I_0109-12,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.12,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,13,I_0109-13,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.13,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,14,I_0109-14,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.14,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,15,I_0109-15,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0109.15,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,09,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-MEH-ACP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,10,00,I_0110-00,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.00,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,01,I_0110-01,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.01,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,02,I_0110-02,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.02,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,03,I_0110-03,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.03,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,04,I_0110-04,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.04,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,05,I_0110-05,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.05,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,06,I_0110-06,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.06,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,07,I_0110-07,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.07,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,08,I_0110-08,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.08,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,09,I_0110-09,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.09,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,10,I_0110-10,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.10,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,11,I_0110-11,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.11,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,12,I_0110-12,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.12,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,13,I_0110-13,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.13,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,14,I_0110-14,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.14,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,15,I_0110-15,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0110.15,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,10,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-MEH-ACP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,11,00,I_0111-00,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.00,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,01,I_0111-01,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.01,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,02,I_0111-02,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.02,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,03,I_0111-03,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.03,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,04,I_0111-04,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.04,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,05,I_0111-05,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.05,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,06,I_0111-06,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.06,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,07,I_0111-07,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.07,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,08,I_0111-08,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.08,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,09,I_0111-09,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.09,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,10,I_0111-10,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.10,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,11,I_0111-11,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.11,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,12,I_0111-12,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.12,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,13,I_0111-13,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.13,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,14,I_0111-14,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.14,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,15,I_0111-15,1756-IA16,DI,120V,,SPARE,,, ,,,  ,,,,,,,,,,,DI_0111.15,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,11,,,1492-IFM20F-F120A-2,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-MEH-ACP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,12,00,O_0112-00,1756-OA16,DO,120V,SL3-MEH-HVAC1,SL3-MEH-HVAC1-G,-G,Machine E-House,HVAC Unit 1,Evaporator Fan Contactor,,Machine E-House HVAC Unit 1 Evaporator Fan Contactor ,Precomm,X,,,,,,,,,DO_0112.00,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,01,O_0112-01,1756-OA16,DO,120V,SL3-MEH-HVAC1,SL3-MEH-HVAC1-Y1,-Y1,Machine E-House,HVAC Unit 1,Compressor 1 Contactor,Stage 1 Cooling,Machine E-House HVAC Unit 1 Compressor 1 Contactor Stage 1 Cooling ,Precomm,X,,,,,,,,,DO_0112.01,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,02,O_0112-02,1756-OA16,DO,120V,SL3-MEH-HVAC1,SL3-MEH-HVAC1-Y2,-Y2,Machine E-House,HVAC Unit 1,Compressor 2 Contactor,Stage 2 Cooling,Machine E-House HVAC Unit 1 Compressor 2 Contactor Stage 2 Cooling ,Precomm,X,,,,,,,,,DO_0112.02,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,03,O_0112-03,1756-OA16,DO,120V,SL3-MEH-HVAC1,SL3-MEH-HVAC1-W1,-W1,Machine E-House,HVAC Unit 1,Heat Contactor,Heating,Machine E-House HVAC Unit 1 Heat Contactor Heating ,Precomm,X,,,,,,,,,DO_0112.03,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,04,O_0112-04,1756-OA16,DO,120V,SL3-MEH-HVAC2,SL3-MEH-HVAC2-G,-G,Machine E-House,HVAC Unit 2,Evaporator Fan Contactor,,Machine E-House HVAC Unit 2 Evaporator Fan Contactor ,Precomm,X,,,,,,,,,DO_0112.04,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,05,O_0112-05,1756-OA16,DO,120V,SL3-MEH-HVAC2,SL3-MEH-HVAC2-Y1,-Y1,Machine E-House,HVAC Unit 2,Compressor 1 Contactor,Stage 1 Cooling,Machine E-House HVAC Unit 2 Compressor 1 Contactor Stage 1 Cooling ,Precomm,X,,,,,,,,,DO_0112.05,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,06,O_0112-06,1756-OA16,DO,120V,SL3-MEH-HVAC2,SL3-MEH-HVAC2-Y2,-Y2,Machine E-House,HVAC Unit 2,Compressor 2 Contactor,Stage 2 Cooling,Machine E-House HVAC Unit 2 Compressor 2 Contactor Stage 2 Cooling ,Precomm,X,,,,,,,,,DO_0112.06,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,07,O_0112-07,1756-OA16,DO,120V,SL3-MEH-HVAC2,SL3-MEH-HVAC2-W1,-W1,Machine E-House,HVAC Unit 2,Heat Contactor,Heating,Machine E-House HVAC Unit 2 Heat Contactor Heating ,Precomm,X,,,,,,,,,DO_0112.07,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,08,O_0112-08,1756-OA16,DO,120V,SL3-MEH-PPU1-LCP1,SL3-MEH-PPU1-LCP1-CR,-CR,Shiploader 3,Machine E-House Pressurization Unit 1,Blower Remote Start,CR Control Relay,Shiploader 3 Machine E-House Pressurization Unit 1 Blower Remote Start CR Control Relay ,,,,,,,,,,,DO_0112.08,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,09,O_0112-09,1756-OA16,DO,120V,SL3-LU1-SV1,SL3-LU1-SV1,,Shiploader 3,Slew Lube Unit 1 ,Line A,Solenoid Valve,Shiploader 3 Slew Lube Unit 1  Line A Solenoid Valve ,,,,,,,,,,,DO_0112.09,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,10,O_0112-10,1756-OA16,DO,120V,SL3-LU1-SV2,SL3-LU1-SV2,,Shiploader 3,Slew Lube Unit 1 ,Line B,Solenoid Valve,Shiploader 3 Slew Lube Unit 1  Line B Solenoid Valve ,,,,,,,,,,,DO_0112.10,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,11,O_0112-11,1756-OA16,DO,120V,SL3-LU1-SV3,SL3-LU1-SV3,,Shiploader 3,Slew Lube Unit 1 ,Refill,Solenoid Valve,Shiploader 3 Slew Lube Unit 1  Refill Solenoid Valve ,,,,,,,,,,,DO_0112.11,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,12,O_0112-12,1756-OA16,DO,120V,SL3-LU1-LCS1-PL1,SL3-LU1-LCS1-PL1,,Shiploader 3,Slew Lubrication Unit 1,Maintenance Mode Active,Pilot Light,Shiploader 3 Slew Lubrication Unit 1 Maintenance Mode Active Pilot Light ,,,,,,,,,,,DO_0112.12,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,13,O_0112-13,1756-OA16,DO,120V,SL3-BC-LU1-LCS1-PBL1B,SL3-BC-LU1-LCS1-PBL1B,,Shiploader 3,Slew Lubrication Unit 1,Lube Pump Jog,Pilot Light,Shiploader 3 Slew Lubrication Unit 1 Lube Pump Jog Pilot Light ,,,,,,,,,,,DO_0112.13,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,14,O_0112-14,1756-OA16,DO,120V,SL3-BC-LCS1-PL1,SL3-BC-LCS1-PL1,,Shiploader 3,Boom Conveyor ,Maintenance Mode Active,Pilot Light,Shiploader 3 Boom Conveyor  Maintenance Mode Active Pilot Light ,,,,,,,,,,,DO_0112.14,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,15,O_0112-15,1756-OA16,DO,120V,SL3-BC-LCS1-PBL1B,SL3-BC-LCS1-PBL1B,,Shiploader 3,Boom Conveyor Brake Jog,Open,Pilot Light,Shiploader 3 Boom Conveyor Brake Jog Open Pilot Light ,,,,,,,,,,,DO_0112.15,,,SL3-MEH-ACP1,,,,
A,SL3-MEH-ACP1,01,12,,,1492-XIM20120-16R,,120V,,,,,,,,,,,,,,,,,,,,,,SL3-MEH-ACP1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,SL3-MEH-ACP1,01,13,00,O_0113-00,1756-OA16,DO,120V,SL3-BC-HPU1-SV1B,SL3-BC-HPU1-SV1B,,Shiploader 3,Boom Conveyor Take-Up HPU,Unloader,Solenoid Valve,Shiploader 3 Boom Conveyor Take-Up HPU Unloader Solenoid Valve ,,,,,,,,,,,DO_0113.00,,,SL3-MEH-ACP1,,,,
